bill_id,customer_id,billing_month,amount_due,amount_paid,payment_date
BF4BBFC,C1259,2025-03-02,66.23,66.23,2025-03-03
BD8DB51,C1259,2025-05-04,196.99,118.49,2025-05-13
B5E2D74,C1260,2024-09-03,174.23,174.23,2024-09-07
B478286,C1260,2024-10-08,53.06,42.0,2024-10-08
B8B5A2F,C1260,2025-01-14,45.93,45.93,2025-02-12
BD7B8F5,C1260,2024-08-11,125.79,125.79,2024-08-15
BB21C82,C1260,2025-02-15,191.78,191.78,2025-03-08
B827CE9,C1261,2025-01-29,125.0,125.0,2025-02-24
B4A1BE1,C1261,2024-05-10,100.29,100.29,2024-06-07
BCC5899,C1261,2025-03-14,52.45,52.45,2025-03-20
B4998A8,C1262,2025-02-22,95.72,95.72,2025-03-04
B30F2BF,C1262,2024-12-03,36.99,36.99,2024-12-18
B1F2884,C1262,2025-05-04,93.62,93.62,2025-05-23
B54FB3F,C1262,2024-07-24,167.3,167.3,2024-07-24
B173971,C1263,2024-11-23,68.66,68.66,2024-12-15
BA2A632,C1263,2025-01-16,84.64,84.64,2025-01-19
B57A4EC,C1263,2024-10-05,88.81,48.65,2024-10-26
BDA1F6C,C1263,2024-06-05,39.88,39.88,2024-06-22
B857E3C,C1264,2024-08-15,50.73,50.73,2024-09-12
B5AF0A6,C1264,2025-02-21,92.83,92.83,2025-03-02
BE9188E,C1264,2024-07-10,151.85,151.85,2024-08-07
B904D35,C1265,2024-12-25,65.95,65.95,2025-01-19
BFF423F,C1265,2024-05-13,178.19,178.19,2024-06-03
B80E335,C1265,2024-05-31,95.83,95.83,2024-06-12
B6D31A1,C1265,2024-12-07,199.84,199.84,2024-12-23
B4D18D5,C1265,2025-01-31,114.59,114.59,2025-02-08
BCE3477,C1265,2024-06-17,24.25,24.25,2024-07-01
BD5B7A4,C1266,2025-02-16,195.81,100.77,2025-02-25
BC0322D,C1266,2024-10-12,131.55,131.55,2024-10-14
B9683CE,C1266,2024-09-06,98.69,67.27,2024-09-29
BF7D80B,C1267,2024-10-26,90.75,90.75,2024-11-15
B38FD0D,C1267,2024-11-24,43.01,43.01,2024-12-04
B35F0DA,C1267,2025-04-01,196.34,196.34,2025-04-09
BA25A60,C1267,2024-10-02,111.78,111.78,2024-11-01
B474313,C1268,2024-05-15,110.75,83.99,2024-05-31
BCA3E01,C1268,2025-04-26,93.84,93.84,2025-05-01
B307AC6,C1268,2024-08-22,46.65,46.65,2024-08-27
BF02D96,C1269,2024-09-25,199.62,199.62,2024-10-18
B7833C7,C1269,2024-09-24,108.5,108.5,2024-09-28
B313A50,C1269,2024-08-01,175.92,175.92,2024-08-11
B8D8E97,C1270,2024-09-12,178.16,178.16,2024-09-12
B95245C,C1270,2024-08-10,30.97,22.72,2024-08-17
B40F0F7,C1270,2024-05-14,162.79,162.79,2024-05-26
BF5A39D,C1271,2024-07-10,63.07,31.67,2024-07-26
BE4D718,C1271,2024-08-18,113.8,113.8,2024-09-05
B9CAA9E,C1271,2024-07-27,199.87,110.65,2024-08-21
B3ACB64,C1271,2024-07-13,20.48,20.48,2024-08-09
B90A28F,C1271,2024-08-21,173.07,173.07,2024-09-14
BD9D523,C1271,2024-07-17,153.45,153.45,2024-07-24
BD2A7C8,C1272,2025-03-11,143.39,143.39,2025-03-25
BF2862E,C1272,2025-04-27,153.59,153.59,2025-05-14
B534616,C1272,2024-12-21,190.11,190.11,2025-01-04
B45D0B3,C1272,2024-09-09,153.2,153.2,2024-09-21
B37440F,C1273,2024-12-03,117.52,117.52,2024-12-12
B66793D,C1273,2024-06-11,117.8,117.8,2024-06-13
B4A5431,C1273,2024-11-05,189.7,189.7,2024-11-22
B68170F,C1274,2024-09-09,106.41,106.41,2024-09-16
BA2E476,C1274,2024-12-26,27.31,20.99,2025-01-21
B88F601,C1274,2024-11-11,195.04,195.04,2024-12-02
BA2E240,C1274,2025-03-21,59.44,59.44,2025-04-18
B9F9CF8,C1274,2024-09-03,37.42,37.42,2024-10-03
BBF1C3B,C1274,2024-09-27,100.22,100.22,2024-10-13
BB22410,C1275,2024-09-25,77.3,77.3,2024-10-12
B391607,C1275,2024-08-11,136.24,136.24,2024-08-21
B9BB385,C1275,2024-11-28,110.22,110.22,2024-12-28
B45ACFD,C1276,2025-03-17,47.01,36.96,2025-04-11
B605505,C1276,2024-08-04,172.62,114.51,2024-08-14
B1A9C44,C1276,2025-04-04,157.28,157.28,2025-04-17
B70394C,C1276,2024-08-11,25.39,25.39,2024-09-10
B83027F,C1276,2024-12-27,123.46,123.46,2025-01-05
BC1957B,C1277,2024-05-09,175.38,175.38,2024-05-13
BBEC524,C1277,2024-12-12,148.9,111.34,2024-12-20
BE09A73,C1277,2025-04-25,178.62,178.62,2025-05-20
BB3B791,C1277,2025-04-20,45.07,45.07,2025-05-19
BB9550D,C1277,2024-11-30,36.49,36.49,2024-12-29
B3F65F7,C1278,2025-04-14,137.47,137.47,2025-05-03
B5054EE,C1278,2024-11-18,186.04,186.04,2024-11-18
B8794A4,C1278,2025-02-23,46.87,46.87,2025-02-27
B0764D6,C1278,2025-03-07,26.06,26.06,2025-04-04
BCA50AB,C1279,2025-01-08,109.44,109.44,2025-02-05
B58BE27,C1279,2024-11-08,44.47,44.47,2024-12-07
B07B48F,C1279,2025-01-15,84.53,84.53,2025-01-28
B53F8A0,C1280,2025-04-12,48.76,48.76,2025-04-23
B11B573,C1280,2024-07-24,199.23,126.03,2024-07-29
BDAB3DC,C1280,2024-06-22,131.56,131.56,2024-07-09
BC6ECD7,C1280,2024-08-29,191.08,191.08,2024-09-08
B54B3D4,C1280,2024-06-24,39.29,27.05,2024-06-26
BB11C62,C1281,2024-07-20,161.53,161.53,2024-07-31
B3DA8A2,C1281,2025-03-12,121.6,121.6,2025-04-08
B971D00,C1281,2025-03-17,180.61,92.88,2025-03-31
B3848D8,C1281,2024-08-24,128.29,128.29,2024-09-01
B4DF6F6,C1282,2024-12-26,93.51,52.13,2025-01-02
B56CB40,C1282,2024-05-29,114.03,114.03,2024-05-29
BE0943F,C1282,2024-08-27,36.15,36.15,2024-09-25
BCEF78F,C1282,2025-04-29,51.64,51.64,2025-05-03
BE9E79C,C1282,2024-06-29,122.2,122.2,2024-07-19
B8BA008,C1282,2024-09-02,96.9,96.9,2024-09-06
B56FC25,C1283,2024-12-31,137.88,137.88,2025-01-17
B57CEC6,C1283,2025-04-17,148.76,123.61,2025-04-30
B366F8C,C1283,2024-11-15,155.26,155.26,2024-12-11
B73E86F,C1284,2024-08-28,76.17,76.17,2024-09-25
B418A8F,C1284,2024-08-10,74.98,74.98,2024-08-14
B0F347A,C1284,2025-02-01,196.12,196.12,2025-02-08
BBF8894,C1284,2025-02-19,173.38,173.38,2025-03-17
B845A5D,C1284,2024-05-15,193.95,104.67,2024-05-22
B44883B,C1285,2024-10-30,85.87,85.87,2024-11-24
B4E7025,C1285,2024-11-09,132.67,132.67,2024-12-02
BE15A81,C1285,2025-01-17,75.64,75.64,2025-01-25
BA3BC8C,C1286,2024-05-29,82.95,82.95,2024-05-31
BD33BB5,C1286,2024-12-02,108.41,108.41,2024-12-07
B1862BC,C1286,2025-02-04,49.37,49.37,2025-02-07
B509E58,C1286,2024-10-28,154.9,109.43,2024-11-27
BE565B8,C1287,2024-06-26,90.96,90.96,2024-07-12
BADB408,C1287,2024-09-30,90.56,90.56,2024-10-25
B5C1EAB,C1287,2025-04-19,89.74,89.74,2025-05-11
B9570B7,C1287,2024-09-28,160.97,160.97,2024-10-25
B1C9792,C1288,2024-12-28,69.69,63.9,2025-01-25
BBC6257,C1288,2025-03-09,99.55,99.55,2025-04-05
BCF863B,C1288,2025-01-03,118.24,118.24,2025-01-30
B91C606,C1288,2024-09-01,68.52,68.52,2024-09-16
BB64D39,C1289,2025-03-31,169.38,169.38,2025-04-18
BC5D712,C1289,2024-08-06,30.82,30.82,2024-08-06
BA19CC5,C1289,2024-12-03,26.57,26.57,2024-12-06
B1DC6E1,C1289,2024-08-01,165.13,165.13,2024-08-19
BB09CC4,C1289,2024-11-29,107.01,107.01,2024-12-03
B130609,C1289,2024-09-07,42.6,42.6,2024-09-15
B72B95F,C1290,2025-05-03,75.37,75.37,2025-05-16
B5D619B,C1290,2025-01-14,178.17,178.17,2025-01-31
B965CD4,C1290,2024-12-24,47.42,25.56,2025-01-18
BD49282,C1290,2025-01-22,134.7,134.7,2025-02-10
BA23896,C1291,2024-05-19,49.45,49.45,2024-06-13
B2603BF,C1291,2025-04-21,50.97,50.97,2025-05-12
BAB99B9,C1291,2024-05-29,144.37,144.37,2024-06-18
B156423,C1291,2024-12-10,167.3,167.3,2024-12-13
B79A173,C1291,2024-10-15,140.7,140.7,2024-11-08
B03078E,C1292,2024-06-06,118.41,67.02,2024-06-13
B25703A,C1292,2024-06-13,20.45,20.45,2024-06-20
B039CC6,C1292,2025-04-16,75.21,75.21,2025-05-04
BC07AF8,C1292,2025-02-09,162.01,162.01,2025-03-08
BCC1D7E,C1293,2024-09-11,150.32,150.32,2024-09-19
B442E0B,C1293,2024-06-04,125.6,125.6,2024-06-04
BE940F8,C1293,2024-10-15,198.75,198.75,2024-11-11
BC22C8E,C1293,2024-08-29,159.34,159.34,2024-09-01
BA4FB14,C1294,2024-09-12,198.73,198.73,2024-09-17
B9CD922,C1294,2024-06-28,166.73,166.73,2024-07-04
B9BDBD4,C1294,2024-05-19,138.17,138.17,2024-06-13
B3C6C16,C1295,2024-11-22,64.48,52.79,2024-11-23
B1AAA4B,C1295,2024-07-23,75.97,75.97,2024-08-08
B6E2D1B,C1295,2024-09-17,96.3,96.3,2024-09-24
BDEB584,C1295,2024-12-15,109.4,90.64,2025-01-11
B01F351,C1296,2025-01-09,29.52,16.93,2025-01-31
B997BC7,C1296,2024-05-13,56.3,56.3,2024-05-30
B45EB37,C1296,2024-11-28,169.05,169.05,2024-12-27
B850888,C1296,2025-04-03,192.43,166.15,2025-04-04
B61C508,C1296,2025-04-16,188.9,188.9,2025-05-15
B6D8D9F,C1296,2024-11-13,188.62,188.62,2024-11-20
B5178A7,C1297,2025-03-29,155.04,155.04,2025-04-01
BBAC530,C1297,2025-01-03,126.14,126.14,2025-01-23
BE806FA,C1297,2025-03-01,119.86,100.34,2025-03-29
B59F4E1,C1298,2025-01-18,179.14,179.14,2025-02-17
B24DFE8,C1298,2025-02-13,83.86,83.86,2025-03-09
BFB9D32,C1298,2024-11-25,198.31,198.31,2024-12-03
B2ED9C8,C1298,2024-09-29,37.73,37.73,2024-10-26
BA467EC,C1298,2025-01-23,196.07,196.07,2025-02-08
BD08A6B,C1298,2025-04-28,79.16,79.16,2025-04-28
BCAA737,C1299,2025-01-26,33.87,33.87,2025-02-05
B24BA93,C1299,2024-05-28,60.22,60.22,2024-06-19
B3E5DE3,C1299,2024-07-08,41.49,41.49,2024-07-13
BC67C5B,C1300,2024-06-05,114.07,64.1,2024-06-19
B21F81B,C1300,2024-06-23,127.77,76.92,2024-06-26
BAA41E2,C1300,2024-05-27,190.19,97.45,2024-06-18
BEF91A1,C1300,2024-12-29,112.16,112.16,2025-01-13
B77B0BC,C1300,2025-03-26,195.67,195.67,2025-04-23
BFEE151,C1300,2024-05-25,56.5,56.5,2024-06-18
BD21475,C1301,2024-12-17,65.24,65.24,2024-12-20
B5C1BA9,C1301,2025-04-10,116.39,116.39,2025-05-06
B6C5537,C1301,2024-12-14,60.8,60.8,2024-12-27
B3514B5,C1301,2025-02-25,120.74,109.43,2025-03-02
B97153D,C1301,2024-08-10,163.69,163.69,2024-08-31
B31FFCB,C1301,2025-01-01,150.1,150.1,2025-01-26
B70CAB1,C1302,2024-06-30,103.79,103.79,2024-07-01
BD01D56,C1302,2024-06-29,22.65,22.65,2024-07-20
B3778A1,C1302,2025-04-30,176.26,176.26,2025-05-24
BD7E5D1,C1302,2025-03-09,44.29,44.29,2025-04-08
B848FD7,C1302,2024-09-05,53.52,53.52,2024-09-08
BE16569,C1303,2024-10-10,125.31,125.31,2024-10-22
B746D98,C1303,2024-07-26,128.44,128.44,2024-08-12
B4C71D1,C1303,2024-08-20,83.43,83.43,2024-09-01
B364AA3,C1303,2024-05-13,139.95,120.41,2024-06-03
BDADBEF,C1303,2025-04-26,142.88,111.29,2025-04-29
BDC50A4,C1303,2024-05-26,64.26,64.26,2024-06-24
BA1E35E,C1304,2025-03-29,145.46,145.46,2025-04-28
B8249DD,C1304,2025-02-04,45.57,45.57,2025-02-27
BB489C0,C1304,2024-05-30,40.78,40.78,2024-06-08
BC3EA20,C1304,2025-01-24,168.22,168.22,2025-01-24
BD096B7,C1304,2024-10-05,106.46,62.7,2024-10-06
B5D40E1,C1305,2024-05-23,180.7,180.7,2024-06-19
B979B8E,C1305,2024-12-23,58.14,58.14,2024-12-26
BD94A38,C1305,2024-09-04,131.6,131.6,2024-09-22
B13A1B6,C1305,2025-03-18,44.65,44.65,2025-03-27
BBF71BE,C1305,2024-07-27,110.61,110.61,2024-07-27
B2FE3DC,C1306,2025-04-25,184.32,184.32,2025-05-14
B6795D8,C1306,2024-10-19,165.69,84.0,2024-11-15
B7556C7,C1306,2025-04-09,61.15,40.71,2025-04-11
BEFFBBF,C1306,2024-07-27,87.87,87.87,2024-08-20
BC9D75B,C1306,2025-04-01,165.36,165.36,2025-04-13
B524042,C1307,2025-02-04,92.77,92.77,2025-02-11
B6390D6,C1307,2025-03-23,140.19,140.19,2025-04-19
B32A5ED,C1307,2025-03-25,79.4,79.4,2025-03-27
B9C2A1D,C1307,2025-04-10,36.83,36.83,2025-05-06
BA33CEE,C1307,2025-04-12,41.33,41.33,2025-05-11
B26601C,C1308,2025-02-10,95.71,95.71,2025-02-14
B8C35FF,C1308,2024-07-01,108.31,108.31,2024-07-19
B81A491,C1308,2024-09-09,161.7,161.7,2024-09-12
BC17F44,C1308,2024-06-27,77.61,77.61,2024-07-07
BEDC5AD,C1308,2025-04-19,77.77,77.77,2025-05-16
BF29AF7,C1308,2025-05-07,40.01,40.01,2025-05-09
B35AEB9,C1309,2024-12-09,183.37,183.37,2024-12-12
BDB9200,C1309,2024-05-09,44.12,44.12,2024-06-02
BBA8E67,C1309,2025-01-02,121.3,121.3,2025-01-12
B5BE79A,C1309,2024-08-22,85.21,85.21,2024-09-18
B076999,C1309,2025-01-21,189.0,151.61,2025-02-09
BDFEFEB,C1309,2025-03-31,103.13,103.13,2025-04-12
B666109,C1310,2025-02-02,47.63,47.63,2025-02-15
B559450,C1310,2024-12-27,156.51,156.51,2025-01-07
BEFB2FF,C1310,2025-04-11,158.91,158.91,2025-04-25
B45EA88,C1311,2024-12-05,45.44,45.44,2024-12-19
B8300BE,C1311,2024-07-06,38.31,38.31,2024-07-07
B964717,C1311,2024-07-23,168.84,168.84,2024-08-03
B74ECAA,C1311,2024-11-16,89.17,89.17,2024-12-06
BA7E12A,C1311,2024-07-25,106.52,106.52,2024-08-18
BB8FCA6,C1311,2024-08-28,61.38,61.38,2024-08-29
BC5F0AD,C1312,2025-03-30,37.59,37.59,2025-04-06
BCD4339,C1312,2025-01-19,115.41,115.41,2025-02-16
B4A186D,C1312,2024-07-14,99.61,99.61,2024-08-09
BE69E78,C1312,2024-11-12,74.31,74.31,2024-12-04
B44D42A,C1313,2025-05-03,140.91,140.91,2025-05-08
BB02C4D,C1313,2024-11-05,121.27,121.27,2024-11-29
BF6DBC4,C1313,2024-10-14,155.31,155.31,2024-10-26
BB7A767,C1313,2024-07-13,196.63,196.63,2024-07-18
B06D64B,C1313,2024-11-11,119.9,119.9,2024-11-12
BC045F7,C1313,2024-05-29,100.77,100.77,2024-06-02
B3AFAFA,C1314,2025-01-17,100.16,100.16,2025-02-07
B51C2F0,C1314,2024-11-18,57.24,57.24,2024-11-20
B9AE586,C1314,2024-10-05,174.74,174.74,2024-11-04
B2DD917,C1315,2024-11-07,57.48,57.48,2024-12-06
BED4527,C1315,2024-11-08,92.16,92.16,2024-11-12
BC44D46,C1315,2025-01-07,84.46,76.17,2025-01-20
B19B9BB,C1315,2024-09-01,149.97,149.97,2024-09-20
B1CB0B7,C1315,2024-07-13,29.38,29.38,2024-08-04
BF09C45,C1316,2024-10-25,163.52,163.52,2024-11-23
B68CEF1,C1316,2024-11-25,114.2,114.2,2024-12-16
B5231F9,C1316,2024-08-18,62.08,40.39,2024-08-29
B8597CE,C1317,2025-04-23,66.75,66.75,2025-04-23
B6855B2,C1317,2024-11-27,143.71,143.71,2024-12-16
B7176DA,C1317,2024-11-18,158.96,158.96,2024-12-06
B81F6C5,C1317,2024-06-24,95.26,86.42,2024-07-13
BFEB37B,C1318,2024-08-16,97.23,97.23,2024-08-16
BA51390,C1318,2024-12-09,76.57,76.57,2025-01-01
BF9B89E,C1318,2024-11-04,77.9,77.9,2024-11-27
B896F7D,C1318,2024-05-17,105.26,105.26,2024-05-31
BF4FE5A,C1318,2024-08-02,109.97,109.97,2024-08-10
BDF3F71,C1318,2024-08-28,48.58,48.58,2024-09-15
BAC2B6E,C1319,2025-02-26,63.42,63.42,2025-03-06
B974B92,C1319,2024-11-20,46.49,46.49,2024-11-26
B0F6384,C1319,2024-12-06,174.86,174.86,2024-12-10
B442F2B,C1320,2025-04-09,151.16,151.16,2025-05-01
BA23552,C1320,2025-03-04,51.69,51.69,2025-03-08
BAE7230,C1320,2024-08-19,106.79,57.0,2024-09-02
B7F1E43,C1320,2024-07-05,169.42,169.42,2024-07-20
B2A9AC9,C1320,2024-07-04,96.67,69.73,2024-07-17
B863620,C1320,2024-08-24,49.59,49.59,2024-08-29
BF1DEB8,C1321,2024-06-17,40.52,40.52,2024-07-04
B100761,C1321,2024-09-05,92.75,92.75,2024-09-06
B7F8C86,C1321,2024-05-22,87.46,87.46,2024-06-17
BDE1A23,C1321,2025-01-19,96.47,96.47,2025-01-25
B11CBBB,C1321,2024-07-28,125.21,125.21,2024-08-02
B6B7FE9,C1322,2025-05-01,181.73,181.73,2025-05-31
B819201,C1322,2025-02-02,197.11,197.11,2025-02-02
B422859,C1322,2024-06-05,37.22,37.22,2024-06-13
B345E1F,C1323,2024-08-05,142.15,142.15,2024-08-31
BEC91CF,C1323,2024-09-02,33.94,33.94,2024-09-02
B5BD99E,C1323,2024-09-26,176.3,176.3,2024-10-24
BE6C0B8,C1323,2024-08-03,179.67,107.3,2024-08-05
BA501AB,C1324,2025-02-20,186.29,186.29,2025-03-16
BB7A7B6,C1324,2024-11-26,27.08,27.08,2024-11-26
B8A921A,C1324,2024-12-10,189.45,189.45,2024-12-16
BFE3990,C1324,2024-11-19,57.56,57.56,2024-12-03
B713002,C1324,2025-02-17,53.04,53.04,2025-03-01
BE93555,C1324,2024-12-27,123.96,123.96,2025-01-23
BF05114,C1325,2024-12-14,48.78,48.78,2024-12-28
B9057BB,C1325,2024-12-22,97.98,97.98,2025-01-08
BEE70C4,C1325,2024-05-13,20.96,20.96,2024-05-31
BB29902,C1325,2024-08-20,25.85,25.85,2024-09-18
BCB5DF8,C1325,2025-04-24,78.52,70.39,2025-05-13
B1EE35B,C1325,2025-01-10,151.13,151.13,2025-01-27
B739FD0,C1326,2024-10-27,39.57,39.57,2024-11-19
B263A83,C1326,2025-03-25,128.85,105.05,2025-04-18
B5C9114,C1326,2025-02-15,108.79,108.79,2025-02-17
B04A475,C1326,2025-01-07,48.81,48.81,2025-02-02
B3B4A97,C1326,2024-08-07,89.77,89.77,2024-08-08
BE33F82,C1327,2025-01-18,195.49,195.49,2025-01-31
BC502EB,C1327,2024-08-08,30.71,30.71,2024-08-30
B01FB7E,C1327,2024-11-01,95.56,95.56,2024-11-11
BA8C7F6,C1327,2024-11-02,168.33,168.33,2024-11-07
B4E47D6,C1327,2024-10-23,119.53,119.53,2024-10-29
B59DA3C,C1328,2025-04-20,67.66,67.66,2025-05-08
BD2A08E,C1328,2024-11-11,87.25,87.25,2024-11-11
B34575E,C1328,2024-08-20,111.02,111.02,2024-08-29
B63A0DA,C1328,2025-02-05,166.89,166.89,2025-02-20
BB7EEFD,C1328,2024-11-01,198.87,198.87,2024-11-28
B07BE9B,C1328,2024-10-21,176.79,176.79,2024-11-07
BC9A46B,C1329,2024-11-02,139.72,139.72,2024-11-20
B48BFE8,C1329,2025-04-21,192.77,192.77,2025-05-10
BB818EF,C1329,2024-07-15,28.36,28.36,2024-07-17
B99F24A,C1330,2024-11-05,159.79,159.79,2024-12-03
BF3B94D,C1330,2024-08-04,166.49,166.49,2024-08-12
BE87F81,C1330,2025-04-18,66.63,66.63,2025-04-19
B1506BA,C1330,2024-09-20,125.26,125.26,2024-09-25
B154E1C,C1330,2024-06-24,82.73,82.73,2024-06-30
B60E0AA,C1331,2024-05-30,21.18,21.18,2024-06-10
BC1D498,C1331,2025-04-19,32.1,32.1,2025-04-30
BD8B544,C1331,2025-04-21,183.06,183.06,2025-05-02
B09B7B4,C1331,2024-10-29,173.63,135.12,2024-11-21
BB1D5CF,C1332,2025-03-23,198.08,198.08,2025-04-17
B94EF9B,C1332,2025-03-26,149.22,149.22,2025-04-02
B0B8B13,C1332,2024-06-13,173.96,173.96,2024-07-09
B815423,C1332,2025-01-25,119.79,119.79,2025-02-16
B7EAED4,C1333,2024-12-08,132.28,132.28,2024-12-15
BF48644,C1333,2025-03-21,54.69,54.69,2025-04-17
B2FD19A,C1333,2024-08-19,64.33,64.33,2024-09-06
BB8493F,C1333,2025-04-17,96.82,71.82,2025-04-28
B69F5D0,C1334,2025-03-31,42.04,42.04,2025-04-25
B9785E9,C1334,2024-05-26,68.5,68.5,2024-05-31
BFF5EFF,C1334,2025-01-13,178.35,151.78,2025-02-06
B52ACA8,C1334,2025-01-27,127.72,127.72,2025-02-23
B98DD71,C1335,2024-12-26,191.25,116.51,2025-01-10
BB1692C,C1335,2024-09-08,92.27,65.23,2024-09-26
B778ACE,C1335,2024-07-12,86.91,86.91,2024-08-10
BF69F36,C1335,2024-09-10,22.68,22.68,2024-10-04
B44055D,C1336,2024-10-23,135.37,135.37,2024-11-20
B720C62,C1336,2025-04-19,100.66,100.66,2025-05-14
B314412,C1336,2025-01-05,37.6,25.49,2025-01-07
B746936,C1336,2024-05-20,146.54,97.83,2024-06-12
B2B406D,C1336,2025-01-10,92.14,92.14,2025-02-06
B72F23B,C1337,2025-04-05,105.22,105.22,2025-05-02
B9E0A8C,C1337,2025-03-11,111.57,111.57,2025-03-19
B8C86D8,C1337,2024-07-16,88.96,88.96,2024-07-20
B766254,C1337,2025-03-18,146.22,146.22,2025-03-31
B3899C6,C1337,2025-04-12,41.68,41.68,2025-04-19
BF9614A,C1338,2025-05-01,20.81,20.81,2025-05-22
BCFDD61,C1338,2024-08-17,153.53,153.53,2024-08-25
BF2A04C,C1338,2024-08-25,76.77,40.5,2024-08-30
B236223,C1339,2024-11-21,31.3,31.3,2024-12-18
B95936C,C1339,2024-10-10,79.74,43.25,2024-10-16
B56FE88,C1339,2025-02-11,149.56,113.94,2025-02-14
BD840FF,C1340,2025-02-25,62.8,62.8,2025-03-13
B609F4E,C1340,2024-06-06,173.24,173.24,2024-06-24
B06BFEB,C1340,2025-04-17,102.98,73.09,2025-04-21
BE40099,C1340,2025-02-06,87.39,87.39,2025-03-05
B5BE54C,C1340,2024-09-06,43.63,43.63,2024-09-22
BBE787E,C1341,2025-02-18,147.48,147.48,2025-03-15
B4BC264,C1341,2024-10-22,141.57,141.57,2024-11-08
B0CD0C2,C1341,2024-09-21,162.42,162.42,2024-10-14
B7F63F4,C1341,2025-02-22,186.98,158.42,2025-03-09
BF4494D,C1342,2025-03-25,27.46,27.46,2025-04-06
B37DC30,C1342,2024-07-16,169.31,169.31,2024-07-22
BA9982A,C1342,2025-04-01,178.51,178.51,2025-04-19
B7B4BEC,C1342,2024-06-24,126.12,126.12,2024-07-05
B5418CE,C1342,2024-07-15,37.15,37.15,2024-08-14
BA095FF,C1342,2025-05-04,30.29,30.29,2025-05-26
BD080BD,C1343,2024-06-07,192.81,192.81,2024-07-05
B334090,C1343,2025-04-13,113.56,113.56,2025-05-08
B39947F,C1343,2025-03-10,161.19,161.19,2025-03-26
B0039CC,C1343,2024-11-20,54.58,54.58,2024-11-25
B8F6DFE,C1343,2024-06-24,195.08,195.08,2024-07-07
BC788BA,C1344,2025-01-21,44.3,44.3,2025-01-21
B7E2D17,C1344,2025-03-01,153.14,153.14,2025-03-16
B09DA97,C1344,2024-10-24,42.56,42.56,2024-10-29
B550338,C1344,2025-05-06,85.23,85.23,2025-06-02
B543E92,C1344,2024-12-03,160.43,160.43,2024-12-26
BD7C758,C1344,2024-09-16,87.18,87.18,2024-09-28
B0D2AFB,C1345,2025-01-17,119.98,119.98,2025-02-13
B4DB43D,C1345,2024-10-26,83.07,83.07,2024-11-12
B4ADC2C,C1345,2024-07-31,53.0,53.0,2024-08-21
B01C08A,C1345,2024-07-05,188.09,188.09,2024-07-29
B83502B,C1346,2024-08-15,100.5,100.5,2024-08-21
B81E25D,C1346,2025-02-14,126.02,126.02,2025-02-19
B37CAF2,C1346,2024-07-05,136.3,126.16,2024-07-30
BFA0675,C1346,2025-03-20,49.25,49.25,2025-03-22
B01EBA8,C1346,2024-11-13,71.75,71.75,2024-12-02
B191228,C1347,2024-12-11,161.85,161.85,2024-12-31
BF9E183,C1347,2024-10-24,95.15,95.15,2024-11-15
B1B165D,C1347,2024-12-20,99.81,67.8,2024-12-28
B494F48,C1348,2025-02-22,169.05,128.7,2025-03-07
B1A40DC,C1348,2024-06-23,54.96,48.15,2024-07-13
B49ED51,C1348,2025-01-23,27.08,27.08,2025-02-11
B75A955,C1348,2024-10-04,33.48,33.48,2024-10-06
B237702,C1348,2024-08-07,123.49,123.49,2024-08-31
B08E081,C1349,2024-07-20,116.97,116.97,2024-07-25
B7FDB2A,C1349,2024-10-05,73.62,73.62,2024-10-07
BB9D0BA,C1349,2025-04-04,190.93,190.93,2025-05-01
BF96531,C1349,2024-09-09,21.04,19.66,2024-10-08
B06557B,C1350,2024-10-01,103.05,103.05,2024-10-11
B76205B,C1350,2025-02-17,92.0,92.0,2025-03-18
BC6D9FF,C1350,2025-01-07,143.32,143.32,2025-02-02
BB17E27,C1350,2024-07-12,29.88,29.88,2024-08-08
B706939,C1351,2024-10-06,90.37,90.37,2024-10-22
B6A1D04,C1351,2025-03-31,148.38,148.38,2025-03-31
B8426F1,C1351,2024-12-11,123.04,123.04,2024-12-16
BA5D426,C1351,2025-03-19,55.98,55.98,2025-04-02
BC66D24,C1352,2025-02-02,138.63,138.63,2025-02-23
B5C998D,C1352,2024-08-04,40.04,40.04,2024-09-01
BEB1583,C1352,2024-08-11,55.68,55.68,2024-08-11
B206FC6,C1352,2024-10-29,135.72,135.72,2024-11-06
B193EF1,C1352,2024-08-14,70.96,49.38,2024-08-18
BFB1F60,C1352,2024-11-02,188.96,188.96,2024-11-14
BEC4861,C1353,2024-07-01,69.68,69.68,2024-07-04
B1603B9,C1353,2024-06-09,184.77,184.77,2024-06-14
B746E4F,C1353,2025-01-04,103.51,103.51,2025-01-16
BFF2638,C1353,2025-02-26,114.2,114.2,2025-03-11
B24F9B1,C1353,2024-08-11,180.97,180.97,2024-08-24
BF4F9E3,C1354,2024-06-19,162.21,162.21,2024-06-24
B7BFB5E,C1354,2024-10-16,132.26,82.64,2024-10-29
BFB4F04,C1354,2024-09-22,165.59,165.59,2024-10-19
BC49FD6,C1354,2024-08-04,81.23,81.23,2024-08-18
B30E6CF,C1355,2024-11-17,199.64,199.64,2024-12-02
B8FA7EE,C1355,2024-06-02,131.55,131.55,2024-06-07
BE2C022,C1355,2025-01-07,73.96,73.96,2025-02-04
BBD433E,C1356,2024-12-13,71.67,71.67,2024-12-22
BE9B5BE,C1356,2024-08-09,67.99,67.99,2024-09-02
BC8E805,C1356,2025-01-17,109.32,109.32,2025-01-28
