usage_id,customer_id,call_minutes,data_usage_gb,sms_count,usage_date
U7B34C6,C1796,471.11,29.5,55,2024-11-03
UDE3015,C1796,377.32,36.36,270,2024-08-30
UD63E92,C1797,454.69,5.03,166,2024-09-30
U34834D,C1797,465.9,47.36,134,2025-03-07
U37EEB2,C1797,80.82,10.92,177,2024-12-04
U148F8D,C1798,441.07,16.56,100,2024-05-12
U53F3CE,C1798,136.26,14.1,107,2025-01-12
U3834BD,C1798,95.32,62.74,88,2025-04-06
U16A85F,C1798,341.8,16.33,3,2024-07-26
UE2AD3D,C1798,79.12,41.47,103,2024-08-11
UFE7833,C1799,349.27,17.83,37,2024-09-08
UACA4D0,C1799,127.05,11.6,251,2024-09-24
U34372F,C1799,447.91,58.85,7,2025-02-11
UE43E47,C1799,446.51,65.86,247,2024-10-28
U780988,C1800,156.07,72.08,117,2025-05-05
U2CBC6B,C1800,15.86,50.81,262,2024-08-05
UA2DC80,C1800,59.94,67.18,227,2024-11-02
U97FD51,C1800,455.6,57.83,6,2024-07-31
U3DEBBC,C1800,405.54,66.95,249,2024-07-19
U3E09A7,C1801,414.21,38.7,156,2024-10-31
UE80EAF,C1801,176.38,78.98,101,2025-05-02
U4B7AF6,C1801,152.22,52.23,124,2025-02-25
UB14A46,C1801,181.82,62.21,262,2024-08-18
UDAF4AC,C1801,155.61,36.72,35,2025-05-07
U465AD6,C1801,342.64,40.84,23,2024-10-31
UB8DB0D,C1802,106.92,78.68,42,2024-08-23
UD0A608,C1802,110.26,17.4,167,2024-10-25
U49C2A2,C1802,21.78,2.25,30,2025-03-24
U1DE40F,C1802,118.14,76.59,191,2024-06-24
U11DF99,C1803,450.19,63.05,57,2024-07-17
U328CBC,C1803,203.59,64.07,245,2024-05-24
UFD6294,C1803,282.62,71.92,147,2025-05-01
UA99575,C1804,343.41,36.35,120,2024-05-29
U95E48A,C1804,212.13,69.66,179,2024-07-29
U7BBB2A,C1804,444.99,19.67,125,2024-07-10
U458CF6,C1804,141.02,52.19,221,2024-05-31
U258795,C1804,394.34,0.8,225,2024-12-28
U63DDCB,C1805,101.41,10.71,66,2024-08-14
U8DEA8A,C1805,472.07,36.3,264,2024-09-05
U2FA0BB,C1805,237.35,10.84,154,2024-10-15
UF962C7,C1805,375.06,1.79,250,2024-11-05
UCD3BD1,C1806,49.84,71.68,1,2024-12-01
U8F6575,C1806,391.68,45.7,135,2025-01-01
UC9196E,C1806,492.08,46.19,294,2024-09-21
UC33191,C1806,212.3,33.73,285,2024-05-30
UCC9F31,C1806,288.44,28.98,194,2024-05-27
UF37329,C1807,449.79,28.72,268,2024-07-15
U06ECAA,C1807,333.07,60.81,226,2024-11-30
U730BDC,C1807,41.39,70.17,19,2024-11-25
UC9BB00,C1807,118.88,71.47,74,2024-05-23
U4B5624,C1807,394.52,23.7,88,2024-07-31
UDF93AD,C1808,62.59,43.81,104,2024-07-22
U8A8EB2,C1808,116.61,7.92,124,2025-03-24
U5EB2EC,C1808,440.38,18.81,19,2024-08-16
U833EE2,C1808,443.17,51.9,148,2024-09-12
U2CED92,C1809,314.44,30.34,97,2024-08-31
U74A389,C1809,24.15,10.76,101,2025-03-04
UE98B89,C1809,344.44,46.72,257,2025-01-05
UD9E0CB,C1809,250.28,15.02,86,2024-06-21
U86648A,C1810,387.2,28.77,25,2024-10-24
U7A6905,C1810,19.73,55.75,166,2024-08-28
U240460,C1810,185.03,47.72,42,2024-07-09
UE57A90,C1811,13.46,56.65,114,2025-02-27
U06AE87,C1811,409.85,63.15,136,2024-09-10
U10C8B7,C1811,128.48,38.65,154,2024-10-22
UBED21F,C1811,123.19,68.18,3,2025-01-21
UC07D33,C1811,181.78,78.02,214,2024-11-06
U6733B0,C1811,74.72,39.3,120,2025-03-25
UD827FA,C1812,27.14,47.14,250,2024-07-21
UF8CDED,C1812,197.16,18.73,95,2024-10-23
UC8C0AD,C1812,169.4,36.9,125,2024-05-11
UB513C6,C1813,452.94,39.12,132,2024-06-10
U6032CA,C1813,279.18,7.55,296,2024-07-21
U559820,C1813,56.36,12.13,4,2024-10-01
U22277B,C1813,123.19,40.17,201,2025-03-08
U14AF7D,C1813,311.82,25.15,158,2024-11-26
U4824FE,C1813,131.62,66.96,14,2025-03-26
U8FE1B1,C1814,124.95,42.48,241,2024-08-07
UE6982D,C1814,352.44,25.04,188,2025-05-03
UB63DE6,C1814,128.07,62.59,236,2024-10-06
U6DF3F3,C1815,262.07,47.1,95,2025-02-03
U03E4AA,C1815,272.49,22.92,274,2024-07-31
UDE06B2,C1815,352.01,42.88,259,2024-05-30
U023C83,C1816,211.68,18.13,4,2024-10-14
UC80398,C1816,99.69,43.83,171,2025-04-14
U932EF9,C1816,82.8,12.58,26,2025-04-23
U196C43,C1816,33.94,23.3,46,2025-01-18
U146B34,C1816,208.02,74.7,184,2024-05-14
U70B2BC,C1817,431.95,29.75,290,2024-08-18
UCE3C25,C1817,429.65,21.3,244,2024-06-05
UF6D95F,C1817,415.44,15.47,69,2024-09-26
U38DDF9,C1818,263.69,1.69,187,2024-05-29
UDDF978,C1818,366.54,58.24,280,2025-03-15
U6DC65A,C1818,393.01,44.28,264,2024-05-27
U9EDF6A,C1819,90.68,18.92,185,2025-04-30
UD45B34,C1819,312.67,1.2,35,2024-07-04
U96F102,C1819,211.79,43.48,23,2025-04-01
UA2D8D7,C1819,453.64,44.37,116,2024-09-01
U2306BA,C1819,177.83,31.47,196,2024-06-07
U7032CD,C1820,79.98,54.96,221,2024-08-09
U5FDC77,C1820,387.6,76.53,170,2024-09-29
UCBBD0C,C1820,188.26,10.17,251,2025-05-01
U4918A0,C1820,331.83,10.7,117,2024-05-20
U2979DD,C1821,333.04,68.14,245,2024-09-17
U11A1C1,C1821,74.73,22.8,281,2024-10-09
U808E56,C1821,155.3,74.29,95,2025-01-28
U582B72,C1821,238.92,71.15,296,2025-01-01
U012C00,C1821,303.4,73.98,142,2024-06-25
UDA4C35,C1822,58.33,18.28,115,2024-06-07
UFCBB91,C1822,206.71,33.81,256,2024-12-23
U682817,C1822,150.61,23.61,1,2024-06-14
U1FE69E,C1822,216.9,55.84,157,2024-08-10
U6D0FA7,C1822,12.32,59.36,80,2024-10-05
UB54053,C1822,198.95,12.7,259,2024-05-10
UF66EA8,C1823,459.24,4.84,229,2024-11-21
U1112CE,C1823,380.84,9.06,219,2024-06-04
U60A74F,C1823,471.83,40.94,74,2025-04-10
UC3971D,C1823,390.49,12.02,182,2025-03-27
UEDCF54,C1823,339.88,40.91,288,2025-05-08
UC6556B,C1823,314.46,50.36,261,2025-03-15
U8F4F65,C1824,40.36,43.62,50,2025-01-19
U155787,C1824,149.47,24.41,159,2024-07-08
U70C016,C1824,199.83,75.13,168,2024-10-04
UC2A442,C1825,46.11,5.91,141,2024-07-05
UA2C6E2,C1825,497.7,14.37,73,2024-11-09
U446A35,C1825,303.29,79.31,30,2024-08-02
U7C9CFC,C1825,218.0,49.8,127,2025-01-09
U59D4CF,C1825,395.42,14.91,61,2025-01-28
U2BF6EB,C1826,358.83,59.48,160,2024-05-16
U869F03,C1826,413.36,55.16,285,2024-06-12
U71DC45,C1826,211.81,35.75,73,2024-10-11
UC4B210,C1826,113.82,71.49,297,2024-10-16
U6C23D9,C1826,209.22,26.19,232,2025-01-22
U5ECE72,C1826,211.85,29.98,148,2025-02-27
UB74BB0,C1827,119.83,44.78,271,2024-11-05
UC4E8F4,C1827,181.31,47.38,227,2024-08-13
U327967,C1827,463.62,71.45,41,2024-11-25
UCB04FA,C1827,387.32,49.82,246,2025-01-19
U195A13,C1827,350.7,22.94,265,2024-07-10
U2C8F62,C1827,449.89,42.65,227,2024-06-27
UAC4BB0,C1828,464.7,16.32,244,2025-03-18
U09A456,C1828,318.47,67.16,133,2024-09-28
UD49B7C,C1828,475.85,12.64,210,2025-02-20
U28B94B,C1829,363.46,13.55,197,2025-01-06
U8B9269,C1829,375.88,9.2,213,2024-07-28
U06B62E,C1829,42.16,76.49,113,2024-05-20
U8718D8,C1829,205.48,4.27,200,2024-09-29
UBC4836,C1829,75.36,56.06,90,2024-09-25
UC52CAF,C1829,474.27,43.32,14,2024-09-10
UA0F6A4,C1830,160.65,79.6,164,2024-07-04
UE54B58,C1830,357.89,32.99,142,2025-03-08
U99CFA1,C1830,53.66,20.05,73,2024-12-10
U786A59,C1830,147.05,48.19,55,2024-09-03
UBAD0E0,C1830,365.51,19.59,37,2024-05-28
UDC1BEF,C1830,149.93,54.81,138,2025-04-20
U68F022,C1831,50.09,28.44,75,2025-03-26
U6C316C,C1831,177.9,68.46,175,2024-09-15
U69C199,C1831,370.6,54.97,60,2025-01-09
U64D976,C1831,133.01,24.82,277,2024-12-07
UBDF757,C1832,179.2,5.0,195,2024-08-27
U1AB24E,C1832,474.0,48.53,64,2024-05-29
UAC7D51,C1832,489.16,28.22,30,2024-08-27
U965CA3,C1832,104.71,55.61,38,2024-11-16
U49131E,C1833,300.18,60.28,70,2024-07-21
UB7518E,C1833,361.84,43.7,144,2024-11-09
U38E3A6,C1833,294.13,12.61,126,2024-08-12
UE7479A,C1833,182.76,69.01,69,2025-04-20
U68CC67,C1833,226.84,33.84,228,2024-06-07
U1E6FFA,C1834,327.04,52.1,140,2024-11-04
UA9D5B3,C1834,304.2,38.55,149,2025-01-15
U10070A,C1834,79.97,31.95,54,2024-10-25
U6DC222,C1834,251.42,66.98,23,2024-05-17
UB702AF,C1834,124.93,69.72,159,2024-08-12
UB0FB76,C1834,94.88,18.52,35,2025-03-14
U36AF0C,C1835,476.33,36.84,77,2025-03-08
UF8EB47,C1835,383.83,59.93,53,2025-01-10
U03738B,C1835,234.39,3.36,83,2025-04-02
UDAB801,C1835,151.03,68.85,201,2024-10-23
U56D231,C1835,16.53,2.41,81,2024-09-03
U4E16DC,C1835,378.84,68.1,246,2024-11-27
U8F65D6,C1836,421.83,45.26,275,2025-03-10
U1CC456,C1836,151.31,1.79,227,2024-06-21
U625B4F,C1836,389.84,51.62,294,2024-06-24
U91FD08,C1836,142.82,79.39,179,2024-06-20
U9FEB47,C1837,67.4,60.71,250,2024-12-07
U94F4CC,C1837,70.12,78.76,213,2025-02-11
UFB75D6,C1837,363.35,27.93,205,2024-05-13
UC166BF,C1837,350.61,7.69,208,2024-08-10
UDF42AF,C1838,217.15,43.66,204,2024-05-24
U5064C2,C1838,143.61,53.7,173,2024-09-18
U3D124B,C1838,327.14,23.11,165,2024-11-26
UCA8D7A,C1838,194.08,31.28,212,2024-05-16
UD171DF,C1839,263.73,18.61,249,2024-07-07
U63418A,C1839,411.85,48.58,286,2024-08-01
UE59693,C1839,318.37,5.84,240,2024-12-24
U9ED200,C1839,482.6,64.93,37,2025-01-08
U8A1F9C,C1840,458.42,33.16,179,2025-02-03
U514DC5,C1840,387.43,15.69,60,2025-01-08
UECDE78,C1840,123.89,75.99,47,2024-07-16
U9ACF16,C1840,350.44,55.1,250,2024-07-29
UE4D154,C1841,224.03,63.34,163,2024-09-26
U492919,C1841,161.69,70.76,270,2025-02-12
U405E8B,C1841,396.75,16.78,292,2024-10-04
U43E964,C1842,146.77,46.5,45,2024-05-15
U2FCEC9,C1842,18.87,3.68,107,2024-07-23
U4910CA,C1842,120.59,38.24,59,2024-09-09
U7C8278,C1843,44.78,41.31,0,2025-03-06
U6FF03D,C1843,88.81,37.29,224,2024-10-16
U3CC688,C1843,35.65,34.58,144,2024-11-19
U8E5F96,C1843,425.0,48.0,15,2025-05-08
UF0917A,C1843,353.96,25.96,225,2024-07-09
U02917C,C1843,218.58,57.38,44,2024-09-28
U02CEE8,C1844,481.51,30.97,78,2024-09-15
U9903FD,C1844,201.98,3.97,145,2024-12-17
U988872,C1844,85.78,33.43,177,2024-06-24
U773270,C1844,494.49,22.82,285,2025-02-09
U07C3AF,C1844,256.75,53.05,54,2024-11-24
UBCA1EE,C1845,160.54,24.1,38,2024-12-14
UEF669D,C1845,129.32,61.08,279,2024-12-06
U1E1666,C1845,421.03,25.62,92,2024-09-18
U040375,C1845,362.19,62.17,179,2024-08-03
U7FAA2B,C1845,178.23,31.7,235,2024-12-26
U8D2FAA,C1845,110.76,43.06,30,2025-01-06
U42116B,C1846,384.47,39.88,262,2024-07-18
U606420,C1846,286.3,22.95,106,2025-04-08
U54DE5E,C1846,271.8,7.37,27,2025-02-26
U41DA03,C1846,15.05,17.65,1,2024-08-06
U4C0FCA,C1846,164.4,47.9,180,2024-08-01
UC70028,C1846,23.69,62.68,63,2025-02-23
U3DBB7F,C1847,12.31,21.4,219,2024-11-05
U498D03,C1847,257.96,9.47,222,2024-11-11
U6F50EC,C1847,302.11,38.76,123,2025-02-25
U948ACF,C1847,497.21,18.42,74,2024-06-21
UCA5FAB,C1847,401.98,5.02,93,2025-04-10
UE778BF,C1848,32.61,9.05,142,2024-10-13
UCF7852,C1848,305.43,42.29,70,2024-08-17
U6947E3,C1848,67.33,30.86,178,2024-07-27
UD5B746,C1849,291.24,72.34,261,2025-01-23
UB2A6EB,C1849,421.61,22.72,98,2024-11-06
U9D8BE4,C1849,310.82,67.05,112,2024-09-14
U2DB626,C1850,459.31,20.94,200,2024-06-07
U1301B9,C1850,304.97,50.49,215,2024-08-04
U525677,C1850,320.83,1.61,218,2025-03-27
U98C0BE,C1850,27.4,71.73,266,2024-11-06
U1FB856,C1850,366.18,73.62,75,2024-06-26
U18F83E,C1850,344.9,17.16,84,2024-06-08
UC5ACE1,C1851,127.45,17.35,162,2024-05-23
UAAB584,C1851,169.67,40.0,69,2025-03-02
U69C700,C1851,237.89,3.45,67,2025-04-24
U03BCC0,C1851,379.68,25.7,33,2024-06-17
UBA231A,C1852,84.3,33.03,205,2024-08-12
UE608F3,C1852,186.38,61.77,225,2025-01-05
U442DA4,C1852,253.19,39.21,238,2024-09-11
U157E44,C1852,277.92,62.63,241,2024-08-13
UC9C4CE,C1852,70.18,68.36,262,2025-02-15
U03618C,C1852,316.97,65.47,257,2025-01-16
U33BA92,C1853,305.45,10.92,20,2024-11-30
UEE94BA,C1853,201.99,34.3,66,2025-01-26
UCA7CFA,C1853,312.45,34.47,288,2025-01-26
U1B31F5,C1853,275.01,30.39,224,2025-04-08
UDECCFB,C1854,255.68,61.94,124,2024-08-23
UF265FD,C1854,206.35,68.47,9,2025-03-07
UDE915A,C1854,221.45,5.72,253,2025-03-12
U780CFC,C1854,459.8,1.15,111,2024-11-21
UAD4A86,C1854,266.75,65.04,152,2025-04-25
U4D2DB2,C1855,136.12,70.06,276,2024-10-02
U583433,C1855,11.2,28.61,104,2024-09-02
U9C7F1C,C1855,44.36,77.14,3,2025-02-03
UDBD22A,C1856,378.53,55.64,107,2024-07-14
UD2AC54,C1856,191.72,15.62,277,2024-05-17
U6EBD0B,C1856,167.2,71.4,150,2024-07-13
U11FC5A,C1857,171.91,32.11,141,2025-01-31
UB014FF,C1857,458.59,73.05,226,2025-01-06
U6F3212,C1857,473.78,24.48,231,2024-05-20
U5B9412,C1857,201.09,8.29,267,2024-12-04
U55D156,C1858,101.59,29.04,292,2024-08-18
U30FEAC,C1858,260.63,9.85,196,2024-07-17
UFEBBBE,C1858,302.23,55.85,118,2024-12-30
UDF0058,C1858,325.9,29.61,133,2024-06-02
UC25FEC,C1859,382.63,47.66,218,2025-03-07
UBE7B5B,C1859,35.36,60.91,94,2025-05-07
U8A506C,C1859,170.75,74.67,10,2024-07-29
UE9DDAE,C1859,136.49,64.31,3,2024-08-16
UCAAE16,C1859,43.79,74.48,293,2025-01-29
U28EC89,C1859,399.58,58.28,286,2024-11-28
U9B73A7,C1860,356.36,40.96,148,2024-07-05
U612D2D,C1860,125.56,15.32,157,2025-02-22
U857C74,C1860,445.98,29.28,159,2024-09-26
U4D2775,C1861,162.87,15.05,181,2024-05-16
U64044A,C1861,318.86,13.04,79,2024-08-31
U549649,C1861,282.91,60.81,170,2025-03-16
U5964CF,C1861,79.77,61.24,113,2024-05-21
U72F65E,C1862,60.48,4.41,78,2025-02-12
U4B1E36,C1862,273.91,44.43,177,2024-10-25
UC7680C,C1862,76.45,54.83,20,2025-02-21
U588C1F,C1862,354.69,18.31,16,2024-09-25
U04D793,C1863,109.12,58.75,180,2025-03-13
UFA4141,C1863,425.88,37.19,155,2025-02-15
U052CC3,C1863,150.65,68.5,132,2024-11-25
UCC60EA,C1864,82.79,60.57,9,2024-08-14
U2DCE7D,C1864,99.8,27.48,166,2024-09-04
U5F0B44,C1864,257.11,44.86,166,2024-08-10
UBBE46D,C1864,451.48,17.11,112,2025-03-25
UA90E25,C1865,141.11,51.36,204,2024-10-12
U2A5B15,C1865,13.67,29.03,22,2024-05-17
UECC419,C1865,76.4,53.29,80,2024-05-25
U02CF15,C1865,382.84,30.29,300,2025-03-14
U34462B,C1865,309.75,21.63,121,2024-12-08
U30E9EB,C1865,422.86,25.69,292,2024-07-03
U9A4B59,C1866,474.07,64.32,208,2025-04-19
U9961B4,C1866,305.02,10.17,82,2024-08-08
U34E548,C1866,474.62,37.96,126,2025-03-26
UCF3EAC,C1866,223.33,39.13,285,2025-01-22
U158F25,C1866,412.52,40.54,104,2025-03-09
U3778A2,C1867,104.95,18.0,24,2024-11-12
U584DF9,C1867,57.14,71.6,93,2024-08-13
U1415F9,C1867,241.15,38.93,102,2024-07-24
U9C74E8,C1867,239.38,57.55,47,2025-02-02
U434855,C1867,70.23,24.42,279,2025-03-13
U474777,C1867,252.3,46.6,8,2024-08-02
U1F6D44,C1868,83.57,8.51,145,2024-06-23
U2B7EE1,C1868,151.82,45.75,31,2024-05-17
U0B7CA7,C1868,426.54,13.85,164,2024-06-01
UBAA161,C1868,465.18,36.82,78,2025-02-27
U96379F,C1868,168.78,37.35,56,2024-07-15
UDD1B32,C1869,20.89,12.94,15,2025-02-25
U0738DF,C1869,478.7,36.49,125,2024-09-26
U9A383D,C1869,466.17,28.02,21,2025-03-19
UDC5C19,C1869,430.13,29.55,119,2024-11-18
U951483,C1870,346.29,20.59,0,2025-02-19
U19D706,C1870,403.16,8.13,142,2024-11-20
UB6BCA3,C1870,486.46,67.05,235,2025-04-17
UB64E73,C1870,276.12,29.21,31,2024-06-11
U2C5BF1,C1871,468.05,50.14,117,2024-11-13
U70C048,C1871,107.01,5.99,274,2025-02-22
UF4D233,C1871,196.45,40.71,163,2025-02-15
UDBB54D,C1871,44.76,10.88,35,2024-09-05
U93409B,C1871,408.54,23.47,165,2024-07-04
U3F99BE,C1871,137.48,71.51,288,2025-04-16
U5A1E59,C1872,94.97,64.87,11,2025-04-26
U341527,C1872,397.34,31.62,34,2025-05-09
UC945E1,C1872,182.95,54.91,15,2024-08-29
U9CA066,C1872,49.0,64.95,224,2024-12-22
UC7B1FD,C1873,304.95,41.06,226,2025-04-18
U4C535E,C1873,286.41,2.16,153,2024-10-21
UDC0BCF,C1873,238.38,56.23,5,2024-07-30
U324E80,C1873,431.91,32.33,71,2024-07-16
U572A3C,C1873,168.0,67.19,22,2024-07-23
U2F69AA,C1873,47.23,36.4,252,2025-02-15
U3BD9F0,C1874,309.53,37.46,144,2024-07-25
U62BC2E,C1874,403.53,51.78,19,2024-10-05
U8BE987,C1874,489.19,74.32,101,2024-07-22
U59FD5D,C1874,425.09,62.96,113,2025-04-17
U5C8680,C1874,210.3,1.86,157,2024-09-01
U26A4D0,C1875,247.55,37.39,9,2024-12-23
U845D22,C1875,215.53,4.57,183,2024-09-18
UA28830,C1875,251.58,30.72,164,2024-07-01
U1F2C57,C1875,72.72,16.85,285,2024-07-10
U851F28,C1875,130.71,6.11,48,2024-07-27
UFC615A,C1876,368.46,26.36,257,2025-04-01
U8F6FAD,C1876,432.69,11.57,43,2025-03-24
UE0711A,C1876,262.55,48.02,229,2024-08-21
U420753,C1876,397.4,9.24,79,2025-01-03
U30730F,C1877,345.4,21.86,36,2024-12-29
U698F00,C1877,203.94,75.42,42,2024-08-03
U0EE0CE,C1877,115.43,1.65,133,2024-10-13
U1A8CE5,C1877,24.5,43.53,144,2024-11-08
UE02318,C1877,306.78,41.91,115,2025-01-08
U0DA775,C1878,165.69,4.03,71,2024-07-18
UEEB131,C1878,487.67,50.22,149,2024-12-08
U239DE9,C1878,128.61,19.88,59,2025-04-01
U2FD91C,C1879,345.0,30.72,142,2025-01-10
U58E2C2,C1879,164.36,22.84,276,2025-01-16
UE27E3F,C1879,21.66,11.2,295,2025-02-14
U43A0DA,C1880,401.41,59.13,253,2024-09-25
UD913BE,C1880,310.55,40.29,202,2024-11-30
UD42B62,C1880,39.13,12.98,31,2025-03-21
U79532A,C1880,422.01,71.64,97,2024-10-04
U75C270,C1880,103.15,79.6,112,2024-12-22
U1A91CA,C1881,82.73,65.0,280,2025-02-11
U43BAA0,C1881,100.99,11.83,164,2025-01-31
U44CD85,C1881,115.18,64.89,261,2025-01-19
U143ABF,C1882,175.03,13.36,57,2024-09-27
UBAC035,C1882,111.23,46.05,263,2024-11-07
U175A36,C1882,165.23,65.6,163,2025-01-07
UE89C0F,C1882,434.25,67.29,114,2025-05-08
U577DA1,C1882,80.96,30.44,16,2024-07-12
UA4D9ED,C1883,279.48,9.48,268,2024-09-20
U6A389C,C1883,212.31,1.09,163,2024-07-14
U35D3A1,C1883,399.23,3.92,65,2025-01-12
U5D64AF,C1883,192.31,68.56,33,2025-03-10
UF4F5FB,C1884,32.98,45.33,300,2025-01-04
UE7FC4E,C1884,314.22,65.76,152,2025-01-09
UBB17CD,C1884,98.23,63.2,208,2024-08-31
U240E54,C1884,152.47,49.22,251,2025-02-23
UECFA15,C1885,242.72,17.89,172,2024-07-15
UE29276,C1885,195.15,6.24,183,2025-02-13
U38B9D9,C1885,171.95,39.06,131,2024-10-04
U355EAC,C1886,478.66,9.25,291,2024-10-06
U9D9973,C1886,462.58,46.94,182,2025-01-05
U24408D,C1886,381.79,28.74,290,2024-07-07
UEC3436,C1886,394.77,24.71,290,2024-08-21
UD08934,C1887,132.93,21.5,294,2024-11-27
U1FEFB5,C1887,34.06,26.11,254,2024-06-13
UAA59D1,C1887,267.8,66.59,75,2024-11-28
UE89502,C1888,37.47,49.38,267,2025-05-03
U0F3C10,C1888,199.68,34.49,37,2024-07-07
U902E05,C1888,464.63,52.95,270,2024-06-25
UEED653,C1888,435.55,35.8,29,2024-06-09
U4DC196,C1888,423.9,35.35,283,2024-05-09
U3531F5,C1889,16.56,7.76,20,2025-01-18
UEC8EDA,C1889,84.92,3.07,97,2025-04-04
U199A80,C1889,66.29,29.89,237,2024-07-31
U72610E,C1890,431.56,25.7,58,2024-06-17
U4AF024,C1890,492.2,33.17,188,2025-01-07
U58BD9C,C1890,313.51,73.98,131,2025-03-02
U150D6B,C1890,369.77,24.45,181,2025-05-01
UBB4E8C,C1890,452.51,2.79,222,2024-09-22
U3017CF,C1890,491.81,24.87,270,2024-12-31
UA6876F,C1891,400.75,63.55,123,2025-01-08
U4C9CA7,C1891,315.14,47.0,251,2024-10-27
UAB5CE7,C1891,472.64,75.43,60,2024-05-09
UE1AD87,C1892,75.34,74.26,256,2024-11-22
U89EE56,C1892,20.31,59.62,74,2024-12-03
UC24067,C1892,87.75,13.34,98,2025-05-07
U107858,C1892,494.83,62.54,109,2024-07-18
U89E2C6,C1892,401.06,1.47,54,2024-05-24
U51B9B8,C1893,167.8,74.61,90,2024-08-03
U56DB8C,C1893,129.68,61.06,55,2024-11-08
U51B918,C1893,381.7,11.13,17,2024-11-29
U2CD75F,C1893,139.4,8.5,108,2024-07-12
U209D0D,C1893,362.08,26.58,261,2024-05-19
U30D91F,C1894,104.18,70.25,36,2024-12-03
U977ED7,C1894,347.89,24.65,220,2024-06-11
U6D7806,C1894,15.7,2.53,169,2025-01-31
U7EA7E9,C1894,63.94,21.91,26,2025-02-16
U8185FB,C1894,330.54,17.86,119,2024-10-18
U085D0F,C1895,131.09,16.01,195,2024-08-11
U0D38B7,C1895,372.29,72.64,182,2024-06-11
U42D635,C1895,351.84,12.29,26,2024-07-03
U739610,C1896,108.73,6.15,211,2024-09-30
U60D47B,C1896,249.92,77.45,89,2024-12-19
UB3146D,C1896,467.31,40.48,218,2025-04-13
U9F6F8D,C1896,185.86,11.04,119,2024-05-16
UFCE71D,C1896,474.01,63.15,192,2025-03-22
U510821,C1896,432.65,40.56,96,2024-11-27
U2DCAE9,C1897,489.11,53.88,268,2025-04-14
UAC7CDE,C1897,224.54,46.67,140,2024-07-07
UFDFB59,C1897,87.25,17.29,144,2024-11-30
U3E082D,C1898,368.7,23.94,252,2024-06-19
UEC1EB6,C1898,185.29,6.28,205,2025-04-21
U424E4F,C1898,314.71,18.38,80,2024-05-22
UB44074,C1899,308.42,46.48,280,2024-11-22
U4B09B1,C1899,447.41,13.45,3,2024-10-01
U975BBF,C1899,308.2,5.92,288,2025-03-24
U222049,C1899,499.72,37.73,14,2024-10-16
U5064DE,C1900,291.94,55.19,95,2024-08-13
U6AD94A,C1900,420.28,37.31,59,2025-02-23
UA3CD06,C1900,233.71,27.22,254,2024-10-19
U7EE654,C1901,477.73,45.1,203,2024-10-16
UEA0C4A,C1901,224.06,12.79,230,2024-08-08
U44EBAC,C1901,249.74,59.03,144,2024-05-11
U3FECA4,C1901,496.84,21.03,55,2024-05-13
U7AC838,C1901,179.31,30.52,230,2025-02-03
U29B897,C1902,115.02,71.15,246,2025-03-27
UEF5F36,C1902,447.26,27.2,270,2025-02-21
U2B6DD1,C1902,100.01,75.21,38,2025-02-13
UCCD2B9,C1902,115.67,74.06,59,2024-11-06
U6990C6,C1902,257.81,1.62,48,2024-11-30
U25CF1F,C1903,311.81,29.6,257,2025-05-04
U105558,C1903,143.65,22.34,229,2024-07-16
UF1A4F0,C1903,464.92,26.32,199,2024-11-06
U6A0981,C1903,139.17,64.28,55,2024-08-05
U70CE22,C1904,426.81,74.29,42,2024-08-29
U0A77CE,C1904,106.84,3.8,220,2025-01-01
U2A44E6,C1904,462.06,30.04,255,2024-07-08
U6C3F3D,C1904,162.43,77.79,134,2025-01-27
U9A5C77,C1904,184.36,20.48,143,2024-06-08
U7094D3,C1905,42.93,14.64,28,2024-06-23
U5CF02F,C1905,126.54,65.19,216,2024-06-13
U30FFDC,C1905,166.36,12.67,300,2024-07-10
UF6DEE2,C1905,135.08,15.25,298,2025-04-08
U7F6A04,C1906,208.64,18.32,230,2024-05-12
U4A7E74,C1906,25.95,52.54,17,2024-07-05
U164D39,C1906,303.54,10.14,111,2025-04-28
UBD9FA4,C1906,415.1,48.73,42,2024-11-14
U77B78C,C1907,420.95,12.91,221,2024-06-17
U9FB244,C1907,58.43,44.46,77,2024-09-14
U379A28,C1907,180.1,7.21,277,2024-05-29
UDE5BF4,C1907,378.09,38.18,151,2024-10-30
UE4D3B3,C1908,87.11,10.05,168,2024-08-31
U85D78C,C1908,258.56,78.18,111,2024-07-28
U464A07,C1908,93.95,38.86,251,2024-06-28
U84D456,C1908,22.86,23.66,14,2024-11-27
UE51487,C1909,428.55,58.48,274,2024-06-18
U86AC16,C1909,55.79,66.22,189,2024-07-24
U19381A,C1909,161.19,75.96,74,2024-05-12
U86A56E,C1909,322.85,35.46,136,2025-03-30
UCA7B59,C1909,265.06,76.49,54,2024-12-11
U57E54C,C1909,285.01,15.57,245,2024-11-24
UB77348,C1910,76.07,38.59,148,2024-05-19
U05E72E,C1910,89.52,74.0,129,2025-02-09
U1C5278,C1910,331.07,60.2,281,2024-10-31
UC66B7D,C1910,165.43,47.46,206,2024-07-19
U6A308A,C1910,42.23,55.38,180,2024-10-29
UFB8F72,C1911,417.85,12.32,145,2024-06-28
UD4BDAF,C1911,88.77,49.16,27,2025-02-18
U617110,C1911,120.0,68.12,200,2024-08-16
U0575B8,C1911,69.53,11.47,41,2024-11-01
UCCAB6C,C1911,63.06,8.94,51,2024-07-25
U84989C,C1911,250.05,24.35,148,2024-12-17
